bodyPart,equipment,gifUrl,id,name,target,instructions
chest,barbell,http://d205bpvrqc9yn1.cloudfront.net/0025.gif,25,barbell bench press,pectorals,"<ol>
<li>Start by lying flat on a bench with your feet on the ground and your eyes under the bar.</li>
<li>Place your hands on the bar slightly wider than shoulder-width apart and grip the bar tightly.</li>
<li>Lift the bar off the rack and hold it above your chest with your arms fully extended.</li>
<li>Lower the bar down to your chest in a controlled manner while keeping your elbows tucked in.</li>
<li>Pause briefly at the bottom of the movement before pushing the bar back up to the starting position.</li>
<li>Make sure to exhale as you push the bar up and inhale as you lower it down.</li>
<li>Repeat the exercise for your desired number of reps and sets.</li>
<li>When finished, carefully rack the bar back onto the rack.</li>
</ol>"
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0026.gif,26,barbell bench squat,quads,"<ol>
<li>Start by setting up the barbell on the bench press rack at a height where you can comfortably unrack it while standing up.</li>
<li>Stand with your feet shoulder-width apart and position yourself underneath the barbell.</li>
<li>Place your hands on the barbell, slightly wider than shoulder-width apart, with your palms facing away from you.</li>
<li>Unrack the barbell by lifting it off the rack with your arms fully extended and your feet firmly planted on the ground.</li>
<li>Step back from the rack and position your feet shoulder-width apart with your toes pointing slightly outward.</li>
<li>Slowly lower your body by bending your knees and hips, keeping your back straight and your chest up.</li>
<li>Lower your body until your thighs are parallel to the ground or slightly lower.</li>
<li>Pause for a moment, then push through your heels and stand back up to the starting position.</li>
<li>Repeat the exercise for the desired number of repetitions.</li>
<li>Rack the barbell back on the bench press rack once you have completed your set.</li>
</ol>"
back,barbell,http://d205bpvrqc9yn1.cloudfront.net/1316.gif,1316,barbell bent arm pullover,lats,"<ol>
  <li>Begin by lying flat on a bench with your head at one end and your feet on the floor.</li>
  <li>Grasp a barbell with an overhand grip, hands shoulder-width apart, and hold it straight up over your chest with your arms fully extended.</li>
  <li>Slowly lower the barbell behind your head, keeping your elbows slightly bent.</li>
  <li>When the barbell is just above your head, pause for a moment, then slowly lift it back up to the starting position.</li>
  <li>Repeat for the desired number of repetitions.</li>
  <li>Make sure to keep your back flat on the bench throughout the exercise and avoid arching your back.</li>
  <li>Use a weight that challenges you but allows you to perform the exercise with proper form.</li>
  <li>Exhale as you lift the barbell back up and inhale as you lower it behind your head.</li>
  <li>Remember to warm up before starting any exercise and consult with a trainer or doctor if you have any concerns or injuries.</li>
</ol>"
back,barbell,http://d205bpvrqc9yn1.cloudfront.net/0027.gif,27,barbell bent over row,upper back,"<ol>
  <li>Start by standing with your feet shoulder-width apart and your knees slightly bent.</li>
  <li>Grab the barbell with an overhand grip, with your hands slightly wider than shoulder-width apart.</li>
  <li>Bend forward at the waist, keeping your back straight and your head up.</li>
  <li>Lower the barbell towards the ground, keeping your arms straight.</li>
  <li>Once the barbell is just above the ground, pull it up towards your chest by bending your elbows and squeezing your shoulder blades together.</li>
  <li>Pause for a moment at the top of the movement, then slowly lower the barbell back down towards the ground.</li>
  <li>Repeat for the desired number of reps.</li>
  <li>Remember to keep your core engaged throughout the exercise and to breathe in as you lower the barbell and out as you pull it up towards your chest.</li>
</ol>"
upper arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/2407.gif,2407,barbell biceps curl (with arm blaster),biceps,"<ol>
<li>Stand with your feet shoulder-width apart and keep your back straight.</li>
<li>Hold the barbell with an underhand grip at shoulder-width distance.</li>
<li>Place the arm blaster around your upper arms, just above your elbows.</li>
<li>Slowly curl the barbell up towards your shoulders, keeping your elbows locked in place by the arm blaster.</li>
<li>Squeeze your biceps at the top of the movement.</li>
<li>Lower the barbell back down to the starting position, keeping your elbows locked in place by the arm blaster.</li>
<li>Repeat for the desired number of repetitions.</li>
</ol>"
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0028.gif,28,barbell clean and press,quads,"<ol>
<li>Start with the barbell on the ground in front of you, with your feet shoulder-width apart and your toes pointing forward.</li>
<li>Bend down and grasp the barbell with an overhand grip, with your hands slightly wider than shoulder-width apart.</li>
<li>Stand up, keeping your back straight and your arms extended.</li>
<li>As you stand up, use your legs and hips to lift the barbell up to your shoulders, bringing your elbows forward and under the bar.</li>
<li>Once the barbell is on your shoulders, take a deep breath and brace your core.</li>
<li>Press the barbell overhead, extending your arms fully and locking out your elbows at the top.</li>
<li>Lower the barbell back down to your shoulders, keeping your core engaged and your back straight.</li>
<li>From the shoulders, lower the barbell back down to the ground, bending your knees and keeping your back straight as you lower it to the ground.</li>
<li>Repeat steps 2-8 for the desired number of repetitions.</li>
</ol>"
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0029.gif,29,barbell clean-grip front squat,glutes,"<ol>
  <li>Begin by standing with your feet shoulder-width apart, with your toes pointing slightly outwards.</li>
  <li>Place the barbell on the front of your shoulders, with your elbows pointing forward and your hands gripping the barbell just outside of your shoulders.</li>
  <li>Engage your core and keep your chest up as you lower yourself into a squat position, bending your knees and pushing your hips back.</li>
  <li>Lower yourself until your thighs are parallel to the ground, or as low as you can comfortably go.</li>
  <li>Pause for a moment at the bottom of the squat, then push up through your heels to return to the starting position.</li>
  <li>Repeat for the desired number of reps.</li>
  <li>Remember to keep your back straight and your core engaged throughout the exercise.</li>
  <li>Adjust the weight of the barbell as necessary to ensure proper form and avoid injury.</li>
  <li>Consult a fitness professional if you are unsure about proper form or have any concerns about your ability to perform this exercise safely and effectively.</li>
</ol>"
upper arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/0030.gif,30,barbell close-grip bench press,triceps,"<ol>
  <li>Begin by lying on a flat bench with your feet flat on the ground and your eyes under the bar.</li>
  <li>Grasp the bar with a close grip (hands shoulder-width apart or closer) and lift it off the rack.</li>
  <li>Lower the bar straight down in a controlled manner until it touches your chest.</li>
  <li>Pause briefly at the bottom of the movement, and then push the bar back up to the starting position.</li>
  <li>Repeat for the desired number of repetitions.</li>
  <li>When finished, carefully rack the bar back onto the rack.</li>
</ol>"
upper arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/0031.gif,31,barbell curl,biceps,"<ol>
<li>Stand with your feet shoulder-width apart and grab the barbell with an underhand grip, hands shoulder-width apart.</li>
<li>Hold the barbell at arm's length in front of your thighs with your palms facing up.</li>
<li>Keeping your elbows close to your sides, exhale and curl the barbell up towards your chest, contracting your biceps. Your elbows should not move forward or backward during the curl.</li>
<li>Pause for a moment at the top of the curl, then inhale and slowly lower the barbell back down to the starting position, fully extending your arms.</li>
<li>Repeat for desired number of reps.</li>
</ol>"
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0032.gif,32,barbell deadlift,glutes,"<ol>
<li>Begin by standing with your feet shoulder-width apart, with the barbell on the floor in front of you.</li>
<li>Bend down and grab the bar with an overhand grip, hands slightly wider than shoulder-width apart.</li>
<li>Engage your core and lift the bar off the ground, keeping your back straight and your chest up.</li>
<li>As you lift the bar, focus on driving your hips forward and squeezing your glutes.</li>
<li>Once you are standing upright with the barbell, pause for a moment and then slowly lower it back down to the ground, keeping your back straight and your core engaged.</li>
<li>Repeat for desired number of repetitions.</li>
</ol>"
